timestep,agent,x-coord,y-coord
400,3,47,3
400,4,29,41
400,5,26,4
400,6,29,41
400,7,26,4
400,8,42,27
400,9,46,3
400,10,42,28
400,11,48,3
401,-1,44,5
401,0,46,3
401,1,48,3
401,2,43,6
401,3,47,4
401,4,29,40
401,5,26,3
401,6,29,42
401,7,26,5
401,8,43,27
401,9,46,2
401,10,42,27
401,11,47,3
402,-1,43,5
402,0,47,3
402,1,48,4
402,2,44,6
402,3,47,3
402,4,29,41
402,5,26,4
402,6,29,43
402,7,26,4
402,8,44,27
402,9,47,2
402,10,42,26
402,11,46,3
403,-1,42,6
403,0,48,3
403,1,48,3
403,2,44,5
403,3,47,2
403,4,29,42
403,5,26,5
403,6,28,43
403,7,26,5
403,8,44,28
403,9,47,3
403,10,42,27
403,11,47,3
404,-1,42,7
404,0,47,3
404,1,47,3
404,2,45,5
404,3,47,3
404,4,28,42
404,5,26,4
404,6,28,42
404,7,26,4
404,8,43,28
404,9,47,4
404,10,42,28
404,11,47,4
405,-1,42,8
405,0,46,3
405,1,46,3
405,2,45,4
405,3,47,4
405,4,27,42
405,5,25,4
405,6,28,41
405,7,26,3
405,8,42,28
405,9,47,3
405,10,42,27
405,11,47,3
406,-1,42,9
406,0,47,3
406,1,47,3
406,2,46,4
406,3,47,3
406,4,28,42
406,5,26,4
406,6,28,42
406,7,26,4
406,8,42,27
406,9,47,2
406,10,42,26
406,11,47,2
407,-1,43,9
407,0,48,3
407,1,48,3
407,2,46,3
407,3,47,2
407,4,29,42
407,5,27,4
407,6,28,43
407,7,26,5
407,8,42,26
407,9,47,1
407,10,42,27
407,11,47,3
408,-1,42,9
408,0,47,3
408,1,47,3
408,2,47,3
408,3,47,3
408,4,28,42
408,5,26,4
408,6,28,42
408,7,26,6
408,8,42,27
408,9,47,2
408,10,42,28
408,11,47,4
409,-1,41,9
409,0,46,3
409,1,46,3
409,2,48,3
409,3,47,4
409,4,28,43
409,5,25,4
409,6,28,41
409,7,26,5
409,8,42,28
409,9,47,3
409,10,42,27
409,11,47,3
410,-1,40,10
410,0,47,3
410,1,47,3
410,2,47,3
410,3,47,3
410,4,28,42
410,5,26,4
410,6,28,42
410,7,26,4
410,8,42,27
410,9,47,4
410,10,42,26
410,11,47,2
411,-1,40,11
411,0,47,2
411,1,48,3
411,2,46,3
411,3,47,2
411,4,28,41
411,5,27,4
411,6,28,43
411,7,26,3
411,8,42,26
411,9,47,5
411,10,43,26
411,11,47,3
412,-1,39,11
412,0,47,3
412,1,47,3
412,2,47,3
412,3,47,3
412,4,28,42
412,5,26,4
412,6,28,42
412,7,26,4
412,8,42,27
412,9,46,5
412,10,43,27
412,11,47,4
413,-1,38,11
413,0,47,4
413,1,47,4
413,2,48,3
413,3,47,4
413,4,27,42
413,5,25,4
413,6,28,41
413,7,26,5
413,8,42,28
413,9,47,5
413,10,43,26
413,11,47,3
414,-1,39,10
414,0,47,3
414,1,47,3
414,2,47,3
414,3,47,3
414,4,28,42
414,5,26,4
414,6,28,42
414,7,26,4
414,8,42,27
414,9,47,4
414,10,43,27
414,11,47,2
415,-1,40,10
415,0,48,3
415,1,47,2
415,2,47,2
415,3,47,2
415,4,27,42
415,5,27,4
415,6,28,43
415,7,26,3
415,8,42,26
415,9,47,3
415,10,42,27
415,11,47,3
416,-1,41,10
416,0,47,3
416,1,47,3
416,2,47,3
416,3,47,3
416,4,28,42
416,5,26,4
416,6,28,42
416,7,26,4
416,8,42,27
416,9,47,4
416,10,41,27
416,11,47,4
417,-1,41,9
417,0,46,3
417,1,47,4
417,2,47,4
417,3,47,4
417,4,29,42
417,5,25,4
417,6,28,41
417,7,26,5
417,8,42,28
417,9,47,3
417,10,42,27
417,11,47,3
418,-1,42,9
418,0,47,3
418,1,47,3
418,2,47,3
418,3,47,3
418,4,30,42
418,5,26,4
418,6,28,40
418,7,26,4
418,8,42,27
418,9,47,2
418,10,43,27
418,11,46,3
419,-1,43,9
419,0,48,3
419,1,47,2
419,2,47,2
419,3,47,2
419,4,29,42
419,5,27,4
419,6,28,41
419,7,26,3
419,8,42,26
419,9,47,3
419,10,42,27
419,11,47,3
420,-1,43,8
420,0,47,3
420,1,47,3
420,2,47,3
420,3,47,3
420,4,28,42
420,5,26,4
420,6,28,42
420,7,26,4
420,8,42,27
420,9,48,3
420,10,41,27
420,11,48,3
421,-1,43,7
421,0,47,4
421,1,47,4
421,2,47,4
421,3,47,4
421,4,27,42
421,5,26,5
421,6,29,42
421,7,27,4
421,8,42,28
421,9,48,4
421,10,41,28
421,11,47,3
422,-1,44,7
422,0,47,5
422,1,47,3
422,2,47,3
422,3,47,5
422,4,28,42
422,5,26,6
422,6,30,42
422,7,28,4
422,8,42,29
422,9,48,5
422,10,41,29
422,11,46,3
423,-1,44,6
423,0,48,5
423,1,47,2
423,2,47,2
423,3,47,6
423,4,29,42
423,5,26,7
423,6,29,42
423,7,28,5
423,8,41,29
423,9,48,6
423,10,41,30
423,11,45,3
424,-1,45,6
424,0,48,4
424,1,47,3
424,2,47,3
424,3,47,7
424,4,30,42
424,5,26,8
424,6,30,42
424,7,28,4
424,8,41,30
424,9,48,7
424,10,41,31
424,11,44,3
425,-1,45,5
425,0,48,5
425,1,47,4
425,2,47,4
425,3,47,8
425,4,29,42
425,5,26,9
425,6,31,42
425,7,28,5
425,8,40,30
425,9,48,8
425,10,41,32
425,11,44,4
426,-1,46,5
426,0,48,6
426,1,47,3
426,2,47,3
426,3,47,9
426,4,28,42
426,5,26,10
426,6,32,42
426,7,29,5
426,8,40,31
426,9,47,8
426,10,41,33
426,11,43,4
427,-1,47,5
427,0,48,7
427,1,47,2
427,2,47,2
427,3,47,10
427,4,27,42
427,5,26,11
427,6,33,42
427,7,28,5
427,8,40,32
427,9,47,9
427,10,41,34
427,11,43,5
428,-1,46,5
428,0,48,8
428,1,47,3
428,2,47,3
428,3,47,11
428,4,27,43
428,5,27,11
428,6,34,42
428,7,29,5
428,8,39,32
428,9,47,10
428,10,41,35
428,11,43,6
429,-1,46,5
429,0,48,9
429,1,47,4
429,2,48,3
429,3,47,12
429,4,27,42
429,5,27,12
429,6,34,41
429,7,29,6
429,8,39,33
429,9,47,9
429,10,41,36
429,11,43,7
430,-1,46,6
430,0,48,10
430,1,47,3
430,2,47,3
430,3,47,13
430,4,28,42
430,5,27,13
430,6,35,41
430,7,30,6
430,8,40,33
430,9,47,10
430,10,41,37
430,11,42,7
431,-1,46,7
431,0,48,11
431,1,47,2
431,2,46,3
431,3,47,14
431,4,29,42
431,5,28,13
431,6,35,42
431,7,30,7
431,8,39,33
431,9,47,11
431,10,41,38
431,11,41,7
432,-1,46,8
432,0,48,12
432,1,47,3
432,2,47,3
432,3,47,15
432,4,29,43
432,5,28,14
432,6,35,41
432,7,31,7
432,8,38,33
432,9,47,12
432,10,41,39
432,11,40,7
433,-1,45,9
433,0,49,12
433,1,47,4
433,2,48,3
433,3,47,16
433,4,29,42
433,5,28,15
433,6,34,41
433,7,31,8
433,8,37,33
433,9,47,13
433,10,41,40
433,11,40,8
434,-1,44,9
434,0,49,13
434,1,46,4
434,2,47,3
434,3,47,17
434,4,28,42
434,5,28,16
434,6,35,41
434,7,32,8
434,8,38,33
434,9,47,14
434,10,41,41
434,11,39,8
435,-1,44,9
435,0,49,14
435,1,46,3
435,2,46,3
435,3,47,18
435,4,27,42
435,5,29,16
435,6,35,42
435,7,32,9
435,8,37,33
435,9,47,13
435,10,41,42
435,11,39,9
436,-1,44,10
436,0,49,15
436,1,45,3
436,2,47,3
436,3,47,19
436,4,28,42
436,5,28,16
436,6,36,42
436,7,33,9
436,8,37,34
436,9,47,14
436,10,41,43
436,11,38,9
437,-1,44,11
437,0,49,14
437,1,46,3
437,2,47,4
437,3,47,20
437,4,27,42
437,5,28,17
437,6,35,42
437,7,33,10
437,8,36,34
437,9,47,15
437,10,42,43
437,11,38,10
438,-1,43,11
438,0,49,13
438,1,47,3
438,2,47,3
438,3,46,20
438,4,28,42
438,5,28,18
438,6,36,42
438,7,34,10
438,8,36,35
438,9,47,16
438,10,42,44
438,11,37,10
439,-1,42,11
439,0,49,14
439,1,48,3
439,2,47,2
439,3,46,21
439,4,29,42
439,5,28,19
439,6,36,43
439,7,34,11
439,8,35,35
439,9,47,17
439,10,42,45
439,11,37,11
440,-1,42,12
440,0,49,15
440,1,47,3
440,2,47,3
440,3,46,22
440,4,28,42
440,5,27,19
440,6,37,43
440,7,35,11
440,8,35,34
440,9,47,18
440,10,42,46
440,11,38,11
441,-1,41,12
441,0,49,16
441,1,46,3
441,2,47,4
441,3,46,23
441,4,28,43
441,5,27,20
441,6,37,44
441,7,35,12
441,8,35,35
441,9,47,19
441,10,41,46
441,11,37,11
442,-1,40,12
442,0,49,17
442,1,47,3
442,2,47,3
442,3,46,24
442,4,28,42
442,5,27,21
442,6,38,44
442,7,35,13
442,8,35,36
442,9,47,20
442,10,41,47
442,11,36,11
443,-1,40,11
443,0,49,18
443,1,48,3
443,2,46,3
443,3,47,24
443,4,28,41
443,5,27,22
443,6,38,43
443,7,35,12
443,8,34,36
443,9,47,21
443,10,41,48
443,11,36,12
444,-1,41,11
444,0,49,19
444,1,47,3
444,2,45,3
444,3,47,25
444,4,28,42
444,5,27,23
444,6,38,44
444,7,35,11
444,8,35,36
444,9,46,21
444,10,40,48
444,11,35,12
445,-1,42,11
445,0,49,20
445,1,46,3
445,2,45,2
445,3,47,26
445,4,28,43
445,5,26,23
445,6,38,45
445,7,35,12
445,8,34,36
445,9,46,22
445,10,40,47
445,11,34,12
446,-1,42,11
446,0,49,21
446,1,47,3
446,2,46,2
446,3,46,26
446,4,28,44
446,5,26,24
446,6,39,45
446,7,35,13
446,8,34,37
446,9,45,22
446,10,40,46
446,11,35,12
447,-1,42,10
447,0,48,21
447,1,48,3
447,2,46,3
447,3,46,27
447,4,28,43
447,5,26,25
447,6,39,44
447,7,34,13
447,8,33,37
447,9,44,22
447,10,40,45
447,11,35,13
448,-1,42,9
448,0,49,21
448,1,47,3
448,2,47,3
448,3,46,28
448,4,27,43
448,5,26,26
448,6,39,45
448,7,34,14
448,8,33,38
448,9,44,21
448,10,40,46
448,11,36,13
449,-1,43,8
449,0,48,21
449,1,46,3
449,2,48,3
449,3,46,29
449,4,27,42
449,5,26,27
449,6,40,45
449,7,34,15
449,8,33,37
449,9,43,21
449,10,40,47
449,11,36,12
450,-1,43,8
450,0,48,22
450,1,47,3
450,2,47,3
450,3,46,30
450,4,28,42
450,5,26,28
450,6,40,46
450,7,34,16
450,8,34,37
450,9,44,21
450,10,40,48
450,11,35,12
451,-1,44,7
451,0,47,22
451,1,48,3
451,2,46,3
451,3,46,31
451,4,29,42
451,5,26,29
451,6,40,47
451,7,35,16
451,8,33,37
451,9,43,21
451,10,40,47
451,11,34,12
452,-1,43,7
452,0,47,23
452,1,47,3
452,2,47,3
452,3,46,32
452,4,28,42
452,5,26,30
452,6,39,47
452,7,35,17
452,8,33,38
452,9,42,21
452,10,40,46
452,11,35,12
453,-1,44,6
453,0,46,23
453,1,46,3
453,2,48,3
453,3,46,31
453,4,28,43
453,5,26,29
453,6,40,47
453,7,35,18
453,8,32,38
453,9,42,20
453,10,40,47
453,11,36,12
454,-1,45,6
454,0,46,24
454,1,47,3
454,2,47,3
454,3,46,32
454,4,28,42
454,5,26,30
454,6,41,47
454,7,35,19
454,8,32,39
454,9,42,19
454,10,40,48
454,11,35,12
455,-1,46,6
455,0,45,24
455,1,48,3
455,2,46,3
455,3,46,31
455,4,28,41
455,5,26,31
455,6,40,47
455,7,35,20
455,8,31,39
455,9,42,20
455,10,40,49
455,11,34,12
456,-1,46,5
456,0,45,25
456,1,47,3
456,2,47,3
456,3,46,32
456,4,28,42
456,5,26,32
456,6,39,47
456,7,35,21
456,8,31,40
456,9,42,19
456,10,40,48
456,11,33,12
457,-1,46,4
457,0,44,25
457,1,46,3
457,2,48,3
457,3,46,33
457,4,28,43
457,5,26,33
457,6,40,47
457,7,35,22
457,8,30,40
457,9,41,19
457,10,40,49
457,11,34,12
458,-1,46,3
458,0,44,26
458,1,46,2
458,2,47,3
458,3,46,34
458,4,28,42
458,5,27,33
458,6,41,47
458,7,35,23
458,8,30,41
458,9,41,18
458,10,40,48
458,11,34,11
459,-1,47,3
459,0,43,26
459,1,47,2
459,2,46,3
459,3,46,35
459,4,28,41
459,5,27,34
459,6,40,47
459,7,35,24
459,8,29,41
459,9,40,18
459,10,40,47
459,11,33,11
460,-1,47,3
460,0,43,27
460,1,47,3
460,2,47,3
460,3,46,36
460,4,28,40
460,5,27,33
460,6,39,47
460,7,35,25
460,8,29,42
460,9,40,17
460,10,39,47
460,11,34,11
461,-1,46,2
461,0,42,27
461,1,47,4
461,2,48,3
461,3,46,37
461,4,28,41
461,5,27,34
461,6,40,47
461,7,35,26
461,8,28,42
461,9,40,18
461,10,40,47
461,11,35,11
462,-1,47,2
462,0,42,28
462,1,47,3
462,2,47,3
462,3,46,38
462,4,28,42
462,5,28,34
462,6,41,47
462,7,35,27
462,8,28,43
462,9,40,17
462,10,41,47
462,11,35,12
463,-1,47,3
463,0,42,27
463,1,47,2
463,2,46,3
463,3,46,39
463,4,29,42
463,5,28,35
463,6,41,46
463,7,35,28
463,8,28,42
463,9,39,17
463,10,40,47
463,11,35,13
464,-1,47,3
464,0,42,26
464,1,47,3
464,2,47,3
464,3,46,40
464,4,28,42
464,5,27,35
464,6,42,46
464,7,35,27
464,8,28,41
464,9,39,16
464,10,39,47
464,11,35,12
465,-1,47,3
465,0,42,27
465,1,47,4
465,2,48,3
465,3,46,39
465,4,27,42
465,5,28,35
465,6,42,47
465,7,35,28
465,8,28,42
465,9,38,16
465,10,39,48
465,11,35,11
466,-1,48,3
466,0,42,28
466,1,47,3
466,2,47,3
466,3,45,39
466,4,28,42
466,5,29,35
466,6,41,47
466,7,35,29
466,8,28,43
466,9,37,16
466,10,39,47
466,11,35,12
467,-1,47,3
467,0,41,28
467,1,47,2
467,2,46,3
467,3,45,40
467,4,29,42
467,5,29,36
467,6,40,47
467,7,36,29
467,8,28,42
467,9,37,15
467,10,40,47
467,11,35,13
468,-1,47,3
468,0,41,29
468,1,47,3
468,2,45,3
468,3,45,41
468,4,30,42
468,5,30,36
468,6,39,47
468,7,36,28
468,8,28,41
468,9,37,14
468,10,41,47
468,11,35,12
469,-1,47,3
469,0,41,28
469,1,47,4
469,2,46,3
469,3,45,42
469,4,29,42
469,5,30,37
469,6,40,47
469,7,36,27
469,8,28,42
469,9,36,14
469,10,40,47
469,11,35,11
470,-1,47,3
470,0,41,29
470,1,47,3
470,2,47,3
470,3,45,43
470,4,28,42
470,5,31,37
470,6,41,47
470,7,36,28
470,8,28,43
470,9,36,13
470,10,39,47
470,11,35,12
471,-1,48,3
471,0,41,30
471,1,47,2
471,2,48,3
471,3,44,43
471,4,27,42
471,5,31,38
471,6,40,47
471,7,36,29
471,8,28,42
471,9,35,13
471,10,40,47
471,11,35,13
472,-1,47,3
472,0,41,31
472,1,47,1
472,2,49,3
472,3,44,44
472,4,28,42
472,5,30,38
472,6,39,47
472,7,36,30
472,8,28,41
472,9,34,13
472,10,41,47
472,11,35,12
473,-1,48,3
473,0,41,32
473,1,47,2
473,2,48,3
473,3,43,44
473,4,28,43
473,5,31,38
473,6,40,47
473,7,37,30
473,8,27,41
473,9,34,12
473,10,40,47
473,11,35,11
474,-1,47,3
474,0,41,33
474,1,47,3
474,2,47,3
474,3,43,45
474,4,27,43
474,5,32,38
474,6,41,47
474,7,38,30
474,8,27,40
474,9,35,12
474,10,41,47
474,11,35,12
475,-1,48,3
475,0,41,34
475,1,47,4
475,2,46,3
475,3,42,45
475,4,26,43
475,5,32,39
475,6,40,47
475,7,39,30
475,8,27,39
475,9,36,12
475,10,40,47
475,11,36,12
476,-1,48,3
476,0,41,35
476,1,46,4
476,2,47,3
476,3,42,46
476,4,27,43
476,5,33,39
476,6,41,47
476,7,39,31
476,8,28,39
476,9,36,11
476,10,39,47
476,11,35,12
477,-1,48,3
477,0,41,36
477,1,46,3
477,2,48,3
477,3,41,46
477,4,27,42
477,5,33,40
477,6,40,47
477,7,39,32
477,8,28,40
477,9,36,12
477,10,38,47
477,11,34,12
478,-1,48,3
478,0,41,37
478,1,47,3
478,2,47,3
478,3,41,47
478,4,28,42
478,5,34,40
478,6,39,47
478,7,39,33
478,8,28,41
478,9,35,12
478,10,37,47
478,11,35,12
479,-1,47,3
479,0,41,38
479,1,46,3
479,2,46,3
479,3,40,47
479,4,29,42
479,5,34,41
479,6,40,47
479,7,39,34
479,8,27,41
479,9,34,12
479,10,36,47
479,11,36,12
480,-1,48,3
480,0,41,39
480,1,47,3
480,2,47,3
480,3,39,47
480,4,28,42
480,5,35,41
480,6,41,47
480,7,39,35
480,8,28,41
480,9,35,12
480,10,35,47
480,11,35,12
481,-1,47,3
481,0,41,40
481,1,48,3
481,2,48,3
481,3,38,47
481,4,29,42
481,5,35,42
481,6,40,47
481,7,39,36
481,8,28,42
481,9,36,12
481,10,34,47
481,11,34,12
482,-1,48,3
482,0,41,41
482,1,48,4
482,2,47,3
482,3,37,47
482,4,28,42
482,5,36,42
482,6,39,47
482,7,39,37
482,8,29,42
482,9,35,12
482,10,33,47
482,11,35,12
483,-1,47,3
483,0,41,42
483,1,47,4
483,2,46,3
483,3,38,47
483,4,27,42
483,5,36,43
483,6,39,46
483,7,39,38
483,8,28,42
483,9,34,12
483,10,32,47
483,11,36,12
484,-1,47,3
484,0,41,43
484,1,47,3
484,2,47,3
484,3,39,47
484,4,28,42
484,5,37,43
484,6,40,46
484,7,39,39
484,8,27,42
484,9,34,13
484,10,32,46
484,11,35,12
485,-1,48,3
485,0,41,44
485,1,47,2
485,2,47,4
485,3,40,47
485,4,29,42
485,5,37,44
485,6,40,47
485,7,39,40
485,8,28,42
485,9,34,12
485,10,31,46
485,11,34,12
486,-1,47,3
486,0,41,45
486,1,47,3
486,2,47,3
486,3,41,47
486,4,28,42
486,5,37,43
486,6,40,48
486,7,39,41
486,8,29,42
486,9,35,12
486,10,31,45
486,11,34,13
487,-1,46,3
487,0,40,45
487,1,47,4
487,2,46,3
487,3,40,47
487,4,29,42
487,5,37,44
487,6,40,47
487,7,39,42
487,8,28,42
487,9,36,12
487,10,30,45
487,11,34,12
488,-1,45,3
488,0,40,46
488,1,47,3
488,2,47,3
488,3,40,46
488,4,29,43
488,5,38,44
488,6,39,47
488,7,39,43
488,8,29,42
488,9,35,12
488,10,30,44
488,11,35,12
489,-1,44,3
489,0,40,47
489,1,47,2
489,2,48,3
489,3,40,47
489,4,29,42
489,5,38,45
489,6,40,47
489,7,39,44
489,8,30,42
489,9,34,12
489,10,29,44
489,11,36,12
490,-1,44,3
490,0,40,48
490,1,47,3
490,2,47,3
490,3,40,48
490,4,28,42
490,5,39,45
490,6,41,47
490,7,39,43
490,8,30,41
490,9,35,12
490,10,29,43
490,11,35,12
491,-1,44,4
491,0,40,47
491,1,47,4
491,2,47,4
491,3,40,47
491,4,28,41
491,5,39,46
491,6,40,47
491,7,39,44
491,8,30,40
491,9,36,12
491,10,29,42
491,11,34,12
492,-1,44,5
492,0,40,46
492,1,47,5
492,2,47,5
492,3,40,46
492,4,29,41
492,5,40,46
492,6,39,47
492,7,39,45
492,8,30,39
492,9,35,12
492,10,28,42
492,11,33,12
493,-1,44,6
493,0,40,45
493,1,47,6
493,2,47,6
493,3,40,45
493,4,29,40
493,5,40,47
493,6,40,47
493,7,39,46
493,8,30,38
493,9,34,12
493,10,27,42
493,11,33,11
494,-1,44,7
494,0,40,44
494,1,47,7
494,2,47,7
494,3,40,44
494,4,29,39
494,5,40,48
494,6,41,47
494,7,39,45
494,8,31,38
494,9,35,12
494,10,26,42
494,11,32,11
495,-1,44,8
495,0,40,43
495,1,46,7
495,2,47,8
495,3,40,43
495,4,29,38
495,5,40,47
495,6,40,47
495,7,39,46
495,8,31,37
495,9,36,12
495,10,27,42
495,11,32,10
496,-1,43,8
496,0,39,43
496,1,46,8
496,2,47,9
496,3,40,42
496,4,29,37
496,5,40,46
496,6,39,47
496,7,40,46
496,8,32,37
496,9,35,12
496,10,28,42
496,11,31,10
497,-1,42,8
497,0,39,42
497,1,46,9
497,2,47,10
497,3,40,41
497,4,29,36
497,5,40,47
497,6,39,46
497,7,40,47
497,8,32,36
497,9,34,12
497,10,29,42
497,11,31,9
498,-1,41,8
498,0,39,41
498,1,46,10
498,2,47,9
498,3,40,40
498,4,29,35
498,5,40,46
498,6,40,46
498,7,40,48
498,8,33,36
498,9,35,12
498,10,28,42
498,11,31,10
499,-1,40,8
499,0,39,40
499,1,46,11
499,2,47,10
499,3,40,41
499,4,29,36
499,5,40,47
499,6,41,46
499,7,40,47
499,8,33,35
499,9,36,12
499,10,27,42
499,11,31,11
500,-1,39,8
500,0,39,39
500,1,46,12
500,2,47,9
500,3,40,42
500,4,30,36
500,5,40,48
500,6,42,46
500,7,40,46
500,8,34,35
500,9,36,11
500,10,28,42
500,11,31,10
501,-1,38,8
501,0,39,38
501,1,46,13
501,2,47,10
501,3,40,41
501,4,30,37
501,5,40,47
501,6,41,46
501,7,40,45
501,8,35,35
501,9,36,12
501,10,29,42
501,11,31,9
502,-1,37,8
502,0,40,38
502,1,46,14
502,2,47,11
502,3,40,40
502,4,31,37
502,5,40,46
502,6,41,47
502,7,40,46
502,8,35,34
502,9,35,12
502,10,29,41
502,11,30,9
503,-1,37,9
503,0,40,37
503,1,46,15
503,2,47,12
503,3,40,39
503,4,31,38
503,5,39,46
503,6,40,47
503,7,40,47
503,8,35,33
503,9,35,13
503,10,29,42
503,11,30,8
504,-1,37,10
504,0,40,36
504,1,46,16
504,2,47,11
504,3,40,38
504,4,31,39
504,5,40,46
504,6,39,47
504,7,40,48
504,8,36,33
504,9,35,12
504,10,28,42
504,11,30,7
505,-1,36,10
505,0,40,35
505,1,45,16
505,2,47,12
505,3,40,37
505,4,32,39
505,5,40,47
505,6,40,47
505,7,40,47
505,8,36,32
505,9,34,12
505,10,27,42
505,11,29,7
506,-1,35,10
506,0,39,35
506,1,45,17
506,2,47,13
506,3,40,36
506,4,33,39
506,5,40,48
506,6,41,47
506,7,40,46
506,8,37,32
506,9,35,12
506,10,28,42
506,11,28,7
507,-1,34,10
507,0,39,34
507,1,45,18
507,2,47,14
507,3,40,35
507,4,33,40
507,5,40,47
507,6,41,46
507,7,40,47
507,8,38,32
507,9,36,12
507,10,29,42
507,11,28,6
508,-1,33,10
508,0,39,33
508,1,45,19
508,2,47,15
508,3,40,34
508,4,34,40
508,5,40,46
508,6,41,47
508,7,40,48
508,8,38,31
508,9,35,12
508,10,28,42
508,11,29,6
509,-1,32,10
509,0,39,32
509,1,45,20
509,2,47,16
509,3,40,33
509,4,34,41
509,5,40,47
509,6,40,47
509,7,40,47
509,8,38,30
509,9,34,12
509,10,28,41
509,11,28,6
510,-1,31,10
510,0,39,31
510,1,46,20
510,2,47,17
510,3,40,32
510,4,35,41
510,5,40,48
510,6,39,47
510,7,41,47
510,8,39,30
510,9,35,12
510,10,28,40
510,11,28,7
511,-1,31,9
511,0,39,30
511,1,46,21
511,2,48,17
511,3,40,31
511,4,35,42
511,5,39,48
511,6,40,47
511,7,40,47
511,8,39,29
511,9,36,12
511,10,29,40
511,11,28,6
512,-1,30,9
512,0,39,31
512,1,46,22
512,2,48,18
512,3,40,30
512,4,36,42
512,5,39,47
512,6,41,47
512,7,39,47
512,8,40,29
512,9,35,12
512,10,29,39
512,11,27,6
513,-1,29,9
513,0,39,30
513,1,46,23
513,2,48,19
513,3,40,29
513,4,36,43
513,5,38,47
513,6,40,47
513,7,39,48
513,8,40,28
513,9,34,12
513,10,30,39
513,11,27,5
514,-1,28,9
514,0,39,29
514,1,46,24
514,2,48,20
514,3,40,28
514,4,37,43
514,5,39,47
514,6,40,46
514,7,40,48
514,8,41,28
514,9,35,12
514,10,30,38
514,11,26,5
515,-1,28,8
515,0,39,28
515,1,46,25
515,2,48,21
515,3,41,28
515,4,37,44
515,5,40,47
515,6,40,47
515,7,40,49
515,8,41,27
515,9,36,12
515,10,30,37
515,11,26,4
516,-1,28,7
516,0,39,27
516,1,45,25
516,2,48,22
516,3,41,27
516,4,38,44
516,5,41,47
516,6,40,48
516,7,40,48
516,8,42,27
516,9,35,12
516,10,30,36
516,11,26,3
517,-1,27,7
517,0,39,26
517,1,45,26
517,2,48,23
517,3,41,26
517,4,38,45
517,5,40,47
517,6,40,47
517,7,40,47
517,8,43,27
517,9,34,12
517,10,31,36
517,11,26,4
518,-1,26,6
518,0,39,25
518,1,44,26
518,2,48,24
518,3,41,25
518,4,38,46
518,5,39,47
518,6,40,46
518,7,40,46
518,8,42,27
518,9,35,12
518,10,32,36
518,11,26,5
519,-1,26,5
519,0,39,24
519,1,44,27
519,2,48,25
519,3,41,24
519,4,39,46
519,5,40,47
519,6,40,47
519,7,40,47
519,8,42,28
519,9,36,12
519,10,33,36
519,11,26,4
520,-1,26,5
520,0,39,23
520,1,43,27
520,2,48,26
520,3,42,24
520,4,39,47
520,5,41,47
520,6,40,48
520,7,40,48
520,8,42,27
520,9,35,12
520,10,33,35
520,11,26,3
521,-1,27,5
521,0,39,22
521,1,43,28
521,2,48,27
521,3,42,23
521,4,40,47
521,5,40,47
521,6,40,47
521,7,40,47
521,8,42,26
521,9,35,11
521,10,34,35
521,11,26,4
522,-1,28,6
522,0,39,21
522,1,42,28
522,2,48,28
522,3,42,22
522,4,41,47
522,5,39,47
522,6,40,46
522,7,40,46
522,8,42,27
522,9,35,12
522,10,34,34
522,11,26,5
523,-1,28,7
523,0,39,20
523,1,43,28
523,2,48,29
523,3,42,21
523,4,40,47
523,5,40,47
523,6,40,47
523,7,40,47
523,8,42,28
523,9,35,13
523,10,35,34
523,11,26,4
524,-1,28,8
524,0,39,19
524,1,42,28
524,2,48,30
524,3,42,20
524,4,39,47
524,5,41,47
524,6,40,48
524,7,40,48
524,8,42,27
524,9,35,14
524,10,35,33
524,11,26,3
525,-1,29,8
525,0,39,18
525,1,42,29
525,2,47,30
525,3,41,20
525,4,40,47
525,5,42,47
525,6,41,48
525,7,40,47
525,8,42,26
525,9,35,13
525,10,34,33
525,11,26,4
526,-1,30,8
526,0,39,17
526,1,41,29
526,2,47,31
526,3,41,19
526,4,41,47
526,5,41,47
526,6,40,48
526,7,40,46
526,8,42,27
526,9,35,12
526,10,35,33
526,11,26,5
527,-1,31,8
527,0,39,16
527,1,41,30
527,2,47,32
527,3,41,18
527,4,40,47
527,5,40,47
527,6,41,48
527,7,40,47
527,8,42,28
527,9,35,11
527,10,36,33
527,11,26,4
528,-1,32,8
528,0,38,16
528,1,40,30
528,2,47,33
528,3,41,17
528,4,39,47
528,5,39,47
528,6,40,48
528,7,40,48
528,8,42,27
528,9,35,12
528,10,36,32
528,11,26,3
529,-1,32,8
529,0,38,15
529,1,40,31
529,2,47,34
529,3,41,18
529,4,40,47
529,5,40,47
529,6,40,47
529,7,40,47
529,8,42,28
529,9,35,13
529,10,37,32
529,11,26,4
530,-1,32,9
530,0,37,15
530,1,39,31
530,2,47,35
530,3,41,17
530,4,41,47
530,5,41,47
530,6,40,46
530,7,40,46
530,8,42,27
530,9,35,12
530,10,37,31
530,11,26,5
531,-1,33,9
531,0,37,14
531,1,39,32
531,2,47,36
531,3,41,16
531,4,41,46
531,5,40,47
531,6,40,47
531,7,40,47
531,8,42,26
531,9,35,11
531,10,38,31
531,11,27,5
532,-1,34,9
532,0,36,14
532,1,38,32
532,2,47,35
532,3,41,15
532,4,40,46
532,5,39,47
532,6,40,48
532,7,39,47
532,8,41,26
532,9,35,12
532,10,38,30
532,11,26,5
533,-1,34,10
533,0,36,13
533,1,38,33
533,2,47,36
533,3,41,14
533,4,40,47
